引渡報告日,車台番号,型式,車名,引渡先事業者／事業所名称,引渡先事業所所在地
2025/6/16,KSP90-5157499,DBA-KSP90,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,MCV21-0051089,E-MCV21W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,MCR40-0013377,GH-MCR40W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ATH10-0007005,CAA-ATH10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ZRR70-0018435,DBA-ZRR70G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,KSP90-5064621,DBA-KSP90,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,QNC20-0041911,DBA-QNC20,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ACR50-0029904,DBA-ACR50W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ACR30-0172969,TA-ACR30W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ZRE152-1073924,DBA-ZRE152N,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,AZK10-2025017,DAA-AZK10,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,CC25-379201,DBA-CC25,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,HFC26-183585,DAA-HFC26,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,C25-156481,DBA-C25,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,MNE51-003908,CBA-MNE51,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,CPV35-505722,UA-CPV35,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,C25-144521,DBA-C25,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,HFC26-116135,DAA-HFC26,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,PC24-135373,GF-PC24,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ME51-091996,CBA-ME51,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ALWE50-025212,E-ALWE50,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,TNC24-211326,UA-TNC24,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,PY50-206006,CBA-PY50,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,BLE-011385,CBA-BLE,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,GGC-002380,DBA-GGC,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,BMM-002370,DBA-BMM,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,BP5-142189,CBA-BP5,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,BP9-018621,CBA-BP9,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,BP5-151210,CBA-BP5,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,YAM-002275,DBA-YAM,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RN6-1089880,DBA-RN6,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RK1-1020137,DBA-RK1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RG1-1047457,DBA-RG1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RK5-1304054,DBA-RK5,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,GB3-1040399,DBA-GB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RB3-1117614,DBA-RB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RK5-1043912,DBA-RK5,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,GD1-1719859,UA-GD1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RG1-1001627,DBA-RG1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RB3-1119807,DBA-RB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RK6-1004964,DBA-RK6,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,CREW-140296,DBA-CREW,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,LW3W-407165,LA-LW3W,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,LY3P-122738,DBA-LY3P,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,LW3W-414763,CBA-LW3W,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,LY3P-204745,DBA-LY3P,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,NA4W-0000941,UA-NA4W,三菱,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,WBA1A12040E949409,DBA-1A16,ＢＭＷ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,WBAUE12030PC78288,ABA-UE16,ＢＭＷ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,WDD2042482F546230,DBA-204248,メルセデス・ベンツ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,WDB2112562B259871,DBA-211256C,メルセデス・ベンツ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,WDD2452322J609118,CBA-245232,メルセデス・ベンツ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,VF3CCHMZ6EW033560,ABA-A9HM01,プジョー,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,WVWZZZ1KZDM600757,DBA-1KCBZ,フォルクスワーゲン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,WVGZZZ1TZAW104272,ABA-1TCAV,フォルクスワーゲン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,WVWZZZ9NZ7U033946,GH-9NBTS,フォルクスワーゲン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,TSS10-9055820,DBA-TSS10,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ANH10-0150711,DBA-ANH10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,LY3P-108351,DBA-LY3P,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,KY51-206070,DBA-KY51,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RN1-1103426,LA-RN1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,TNU31-201507,DBA-TNU31,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,WBA2A32070V459224,DBA-2A15,ＢＭＷ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,GRS182-0020416,CBA-GRS182,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,NCP141-9113074,DBA-NCP141,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,MNH10-0091651,TA-MNH10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,ACR50-0101343,DBA-ACR50W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,E12-063888,DBA-E12,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,CC25-003223,DBA-CC25,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,BMM-004377,DBA-BMM,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,RCH41-0047279,GF-RCH41W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,AZK10-2015849,DAA-AZK10,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,ZVW30-5174632,DAA-ZVW30,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,NCP141-9052970,DBA-NCP141,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,ANA10-0038077,DBA-ANA10,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,ANH10-0138286,DBA-ANH10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,RG1-1127348,DBA-RG1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,RN1-1117863,LA-RN1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,RB1-1079486,ABA-RB1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,GG2-070929,LA-GG2,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,BRM-006022,DBA-BRM,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,YAM-005311,DBA-YAM,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,GSR50-0001082,DBA-GSR50W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,ZGM10-0043455,DBA-ZGM10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,SCP100-0054871,DBA-SCP100,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,ZNE10-0175579,CBA-ZNE10G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,ZRE144-9008461,DBA-ZRE144G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,ZVW30-1341361,DAA-ZVW30,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/17,ACR50-7075420,DBA-ACR50W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
